Time	11.02 DUNANT 1 - ENERGIEMETER SECUNDAIR WARMTEPOMP EN PLATENWISSELAAR KOELING Totaal energieverbruik warm MWh.11.02 DUNANT 1 - ENERGIEMETER SECUNDAIR WARMTEPOMP EN PLATENWISSELAAR KOELING Totaal energieverbruik warm MWh .JCI Trend Log.Present Value (kWh)	11.02 DUNANT 1 - ENERGIEMETER SECUNDAIR WARMTEPOMP EN PLATENWISSELAAR KOELING Totaal energieverbruik koud MWh.11.02 DUNANT 1 - ENERGIEMETER SECUNDAIR WARMTEPOMP EN PLATENWISSELAAR KOELING Totaal energieverbruik koud MWh.JCI Trend Log.Present Value (kWh)	
5/28/25, 12:00:00 AM CEST	148956.0	67273.0	
5/29/25, 12:00:00 AM CEST	148956.0	67323.0	
5/30/25, 12:00:00 AM CEST	148956.0	67405.0	
5/31/25, 12:00:00 AM CEST	148956.0	67405.0	
6/1/25, 12:00:00 AM CEST	148956.0	67459.0	
6/2/25, 12:00:00 AM CEST	148956.0	67471.0	
6/3/25, 12:00:00 AM CEST	148956.0	67481.0	
6/4/25, 12:00:00 AM CEST	148956.0	67636.0	
6/5/25, 12:00:00 AM CEST	148956.0	67788.0	
6/6/25, 12:00:00 AM CEST	148956.0	67918.0	
6/7/25, 12:00:00 AM CEST	148956.0	68013.0	
6/8/25, 12:00:00 AM CEST	148956.0	68141.0	
6/9/25, 12:00:00 AM CEST	148956.0	68146.0	
6/10/25, 12:00:00 AM CEST	148956.0	68164.0	
6/11/25, 12:00:00 AM CEST	148956.0	68179.0	
6/12/25, 12:00:00 AM CEST	148956.0	68288.0	
6/13/25, 12:00:00 AM CEST	148956.0	68426.0	
6/14/25, 12:00:00 AM CEST	148956.0	68630.0	
6/15/25, 12:00:00 AM CEST	148956.0	68873.0	
6/16/25, 12:00:00 AM CEST	148956.0	68873.0	
6/17/25, 12:00:00 AM CEST	148956.0	68901.0	
6/18/25, 12:00:00 AM CEST	148956.0	69157.0	
6/19/25, 12:00:00 AM CEST	148956.0	69411.0	
6/20/25, 12:00:00 AM CEST	148956.0	69653.0	
6/21/25, 12:00:00 AM CEST	148956.0	69919.0	
6/22/25, 12:00:00 AM CEST	148956.0	70190.0	
6/23/25, 12:00:00 AM CEST	148956.0	70195.0	
6/24/25, 12:00:00 AM CEST	148956.0	70357.0	
6/25/25, 12:00:00 AM CEST	148956.0	70521.0	
6/26/25, 12:00:00 AM CEST	148956.0	70751.0	
6/27/25, 12:00:00 AM CEST	148956.0	71020.0	
6/28/25, 12:00:00 AM CEST	148956.0	71358.0	
6/29/25, 12:00:00 AM CEST	148956.0	71468.0	
6/30/25, 12:00:00 AM CEST	148956.0	71468.0	
7/1/25, 12:00:00 AM CEST	148956.0	71505.0	
7/2/25, 12:00:00 AM CEST	148956.0	72131.0	
7/3/25, 12:00:00 AM CEST	148956.0	72200.0	
7/4/25, 12:00:00 AM CEST	148956.0	72521.0	
7/5/25, 12:00:00 AM CEST	148956.0	72763.0	
7/6/25, 12:00:00 AM CEST	148956.0	73028.0	
7/7/25, 12:00:00 AM CEST	148956.0	73028.0	
7/8/25, 12:00:00 AM CEST	148957.0	73060.0	
7/9/25, 12:00:00 AM CEST	148957.0	73265.0	
7/10/25, 12:00:00 AM CEST	148957.0	73424.0	
7/11/25, 12:00:00 AM CEST	148957.0	73629.0	
7/12/25, 12:00:00 AM CEST	148957.0	73861.0	
7/13/25, 12:00:00 AM CEST	148957.0	74087.0	
7/14/25, 12:00:00 AM CEST	148957.0	74087.0	
7/15/25, 12:00:00 AM CEST	148957.0	74120.0	
7/16/25, 12:00:00 AM CEST	148957.0	74402.0	
7/17/25, 12:00:00 AM CEST	148957.0	74631.0	
7/18/25, 12:00:00 AM CEST	148957.0	74835.0	
7/19/25, 12:00:00 AM CEST	148957.0	75050.0	
7/20/25, 12:00:00 AM CEST	148957.0	75297.0	
7/21/25, 12:00:00 AM CEST	148957.0	75297.0	
7/22/25, 12:00:00 AM CEST	148957.0	75297.0	
7/23/25, 12:00:00 AM CEST	148957.0	75359.0	
7/24/25, 12:00:00 AM CEST	148957.0	75415.0	
7/25/25, 12:00:00 AM CEST	148957.0	75454.0	
7/26/25, 12:00:00 AM CEST	148957.0	75516.0	
7/27/25, 12:00:00 AM CEST	148957.0	75571.0	
7/28/25, 12:00:00 AM CEST	148957.0	75571.0	
7/29/25, 12:00:00 AM CEST	148957.0	75609.0	
7/30/25, 12:00:00 AM CEST	148957.0	75874.0	
7/31/25, 12:00:00 AM CEST	148957.0	76101.0	
8/1/25, 12:00:00 AM CEST	148957.0	76303.0	
8/2/25, 12:00:00 AM CEST	148957.0	76623.0	
8/3/25, 12:00:00 AM CEST	148957.0	76647.0	
8/4/25, 12:00:00 AM CEST	148957.0	76647.0	
8/5/25, 12:00:00 AM CEST	148957.0	76673.0	
8/6/25, 12:00:00 AM CEST	148957.0	76906.0	
8/7/25, 12:00:00 AM CEST	148957.0	77081.0	
8/8/25, 12:00:00 AM CEST	148957.0	77256.0	
8/9/25, 12:00:00 AM CEST	148957.0	77461.0	
8/10/25, 12:00:00 AM CEST	148957.0	77647.0	
8/11/25, 12:00:00 AM CEST	148957.0	77647.0	
8/12/25, 12:00:00 AM CEST	148957.0	77675.0	
8/13/25, 12:00:00 AM CEST	148957.0	78051.0	
8/14/25, 12:00:00 AM CEST	148957.0	78193.0	
8/15/25, 12:00:00 AM CEST	148957.0	78443.0	
8/16/25, 12:00:00 AM CEST	148957.0	78725.0	
8/17/25, 12:00:00 AM CEST	148957.0	78801.0	
8/18/25, 12:00:00 AM CEST	148957.0	78801.0	
8/19/25, 12:00:00 AM CEST	148957.0	78835.0	
8/20/25, 12:00:00 AM CEST	148957.0	79106.0	
8/21/25, 12:00:00 AM CEST	148957.0	79358.0	
8/22/25, 12:00:00 AM CEST	148957.0	79563.0	
8/23/25, 12:00:00 AM CEST	148957.0	79756.0	
8/24/25, 12:00:00 AM CEST	148957.0	79918.0	
8/25/25, 12:00:00 AM CEST	148957.0	79918.0	
8/26/25, 12:00:00 AM CEST	148957.0	79946.0	
8/27/25, 12:00:00 AM CEST	148957.0	80169.0	
8/28/25, 12:00:00 AM CEST	148957.0	80400.0	
8/29/25, 12:00:00 AM CEST	148957.0	80615.0	
8/30/25, 12:00:00 AM CEST	148957.0	80861.0	
8/31/25, 12:00:00 AM CEST	148957.0	80961.0	
9/1/25, 12:00:00 AM CEST	148957.0	80961.0	
